,location,total_sqft,bath,price,bhk
4754,Kundalahalli,1724.0,3.0,125.0,3
4755,Kundalahalli,1030.0,2.0,49.0,2
4756,Kundalahalli,735.0,2.0,57.99,2
4757,Kundalahalli,1047.0,2.0,82.0,2
4758,Kundalahalli,1397.0,3.0,105.0,3
4759,Kundalahalli,1724.0,3.0,127.0,3
4760,Kundalahalli,1010.0,2.0,49.27,2
4761,Kundalahalli,1397.0,3.0,110.0,3
4762,Kundalahalli,1397.0,3.0,104.0,3
4763,Kundalahalli,1397.0,3.0,108.0,3
4764,Kundalahalli,1920.0,3.0,150.0,3
4765,Kundalahalli,1397.0,3.0,105.0,3
4767,Kundalahalli,1724.0,3.0,124.0,3
4768,Kundalahalli,1047.0,2.0,84.0,2
4769,Kundalahalli,1047.0,2.0,83.0,2
4770,Kundalahalli,7000.0,4.0,550.0,4
4772,Kundalahalli,1120.0,2.0,53.76,2
4773,Kundalahalli,1047.0,2.0,82.62,2
4774,Kundalahalli,1047.0,2.0,91.0,2
4775,Kundalahalli,1724.0,3.0,146.0,3
4776,Kundalahalli,1600.0,3.0,170.0,3
4778,Kundalahalli,1724.0,3.0,125.0,3
4779,Kundalahalli,1010.0,2.0,48.27,2
4780,Kundalahalli,1047.0,2.0,89.0,2
4781,Kundalahalli,2500.0,5.0,245.0,4
4782,Kundalahalli,1397.0,3.0,105.0,3
4784,Kundalahalli,1047.0,2.0,72.0,2
4785,Kundalahalli,1260.0,2.0,58.0,2
4786,Kundalahalli,3092.0,4.0,230.0,4
4787,Kundalahalli,1065.0,2.0,70.0,2
4788,Kundalahalli,1724.0,3.0,146.0,3
4789,Kundalahalli,1047.0,2.0,91.0,2
4790,Kundalahalli,1724.0,3.0,128.0,3
4791,Kundalahalli,1315.0,2.0,74.0,2
4792,Kundalahalli,2100.0,3.0,150.0,3
4793,Kundalahalli,1724.0,3.0,125.0,3
4794,Kundalahalli,1724.0,3.0,140.0,3
4795,Kundalahalli,1175.0,2.0,65.0,2
4797,LB Shastri Nagar,1043.0,2.0,55.0,2
4798,LB Shastri Nagar,1184.0,2.0,69.0,2
4799,LB Shastri Nagar,665.0,1.0,32.0,1
4800,LB Shastri Nagar,1250.0,2.0,48.5,2
4801,LB Shastri Nagar,1400.0,2.0,80.0,3
4802,LB Shastri Nagar,1184.0,2.0,62.0,2
4803,LB Shastri Nagar,1200.0,2.0,47.0,2
4804,LB Shastri Nagar,1200.0,2.0,75.0,2
4805,LB Shastri Nagar,1000.0,2.0,49.5,2
4806,Laggere,2800.0,5.0,125.0,5
4807,Laggere,1200.0,3.0,130.0,3
4808,Laggere,1200.0,1.0,125.0,1
4809,Laggere,1200.0,2.0,75.0,2
4810,Laggere,620.0,2.0,48.0,1
4811,Lakshminarayana Pura,1185.0,2.0,75.0,2
4812,Lakshminarayana Pura,1600.0,2.0,108.0,3
4813,Lakshminarayana Pura,1180.0,2.0,75.0,2
4814,Lakshminarayana Pura,1172.0,2.0,82.0,2
4815,Lakshminarayana Pura,1179.0,2.0,75.0,2
4816,Lakshminarayana Pura,1149.0,2.0,75.0,2
4817,Lakshminarayana Pura,1336.0,2.0,100.0,2
4818,Lakshminarayana Pura,1175.0,2.0,75.0,2
4819,Lakshminarayana Pura,1190.0,2.0,75.0,2
4820,Lakshminarayana Pura,1200.0,2.0,75.0,2
4821,Lakshminarayana Pura,1200.0,2.0,75.0,2
4822,Lakshminarayana Pura,1165.0,2.0,75.0,2
4823,Lakshminarayana Pura,1145.0,2.0,75.0,2
4824,Lakshminarayana Pura,1500.0,3.0,104.0,3
4825,Lakshminarayana Pura,1210.0,2.0,75.0,2
4826,Lakshminarayana Pura,1169.0,2.0,75.0,2
4827,Lakshminarayana Pura,1200.0,2.0,75.0,2
4828,Lakshminarayana Pura,1172.0,2.0,75.0,2
4829,Lakshminarayana Pura,1172.0,2.0,75.0,2
4830,Lakshminarayana Pura,1180.0,2.0,75.0,2
4831,Lakshminarayana Pura,1200.0,2.0,83.0,2
4832,Lakshminarayana Pura,1200.0,2.0,80.0,2
4833,Lakshminarayana Pura,1195.0,2.0,75.0,2
4834,Lakshminarayana Pura,1200.0,2.0,80.0,2
4835,Lingadheeranahalli,1521.0,3.0,95.0,3
4836,Lingadheeranahalli,1511.0,3.0,95.0,3
4837,Lingadheeranahalli,1683.0,3.0,109.0,3
4838,Lingadheeranahalli,1519.0,3.0,93.0,3
4839,Lingadheeranahalli,1521.0,3.0,94.99,3
4840,Lingadheeranahalli,1682.0,3.0,120.0,3
4841,Lingadheeranahalli,1521.0,3.0,94.71,3
4842,Lingadheeranahalli,1893.0,3.0,130.0,3
4843,Lingadheeranahalli,1705.0,3.0,110.0,3
4844,Lingadheeranahalli,2245.0,4.0,154.0,4
4845,Lingadheeranahalli,1682.0,3.0,113.0,3
4846,Lingadheeranahalli,1682.0,3.0,114.0,3
4847,Lingadheeranahalli,1506.0,3.0,95.0,3
4848,Lingadheeranahalli,1683.0,3.0,110.0,3
4849,Lingadheeranahalli,1684.0,3.0,120.0,3
4850,Lingadheeranahalli,2236.0,4.0,153.0,4
4851,Lingadheeranahalli,1894.0,4.0,114.0,3
4852,Lingadheeranahalli,2240.0,4.0,160.0,4
4853,Magadi Road,3600.0,6.0,141.0,6
4854,Magadi Road,1116.0,2.0,50.0,2
4856,Magadi Road,884.0,2.0,41.1,2
4857,Magadi Road,1005.0,2.0,55.78,2
4858,Magadi Road,1000.0,2.0,46.5,2
4859,Magadi Road,1500.0,2.0,93.0,4
4861,Magadi Road,1345.0,2.0,55.0,2
4863,Magadi Road,5000.0,6.0,360.0,5
4864,Magadi Road,1116.0,2.0,51.89,2
4865,Magadi Road,1052.0,2.0,60.0,3
4866,Magadi Road,940.0,2.0,50.0,2
4867,Magadi Road,1318.0,2.0,68.0,3
4869,Magadi Road,884.0,2.0,48.0,2
4871,Mahadevpura,1150.0,2.0,52.0,2
4872,Mahadevpura,1250.0,2.0,52.0,2
4873,Mahadevpura,1260.0,2.0,57.6,2
4874,Mahadevpura,730.0,1.0,35.0,1
4875,Mahadevpura,1434.0,2.0,67.39,3
4876,Mahadevpura,1146.0,2.0,53.8,2
4877,Mahadevpura,1532.0,2.0,62.0,2
4878,Mahadevpura,1620.0,2.0,76.0,3
4879,Mahadevpura,1136.0,2.0,64.5,2
4880,Mahadevpura,1400.0,2.0,65.8,3
4881,Mahadevpura,1137.0,2.0,53.4,2
4882,Mahadevpura,1601.0,3.0,95.0,3
4883,Mahadevpura,1450.0,3.0,75.0,3
4884,Mahadevpura,1152.0,2.0,54.0,2
4885,Mahadevpura,1212.0,2.0,56.9,2
4887,Mahadevpura,1505.0,3.0,78.0,3
4888,Mahadevpura,1500.0,2.0,70.0,3
4889,Mahadevpura,1236.0,2.0,58.0,2
4890,Mahadevpura,1236.0,2.0,58.0,2
4891,Mahadevpura,1120.0,2.0,53.0,2
4892,Mahalakshmi Layout,1575.0,5.0,158.0,4
4893,Mahalakshmi Layout,1105.0,2.0,80.0,2
4894,Mahalakshmi Layout,1200.0,3.0,160.0,4
4895,Mahalakshmi Layout,1200.0,2.0,110.0,3
4896,Mahalakshmi Layout,1876.0,3.0,150.0,3
4897,Mallasandra,1665.0,3.0,95.0,3
4898,Mallasandra,1665.0,3.0,86.58,3
4899,Mallasandra,1340.0,2.0,61.0,2
4900,Mallasandra,1325.0,2.0,70.0,2
4901,Mallasandra,1665.0,3.0,86.91,3
4902,Mallasandra,1325.0,2.0,70.0,2
4903,Mallasandra,905.0,2.0,40.0,2
4904,Mallasandra,1325.0,2.0,65.0,2
4905,Mallasandra,1325.0,2.0,73.0,2
4906,Mallasandra,1565.0,2.0,69.0,2
4907,Mallasandra,905.0,2.0,35.0,2
4909,Mallasandra,1100.0,2.0,76.3,3
4910,Malleshpalya,1140.0,2.0,46.5,2
4911,Malleshpalya,1225.0,2.0,46.86,2
4913,Malleshpalya,1052.0,2.0,50.0,2
4914,Malleshpalya,1405.0,2.0,77.0,3
4915,Malleshpalya,1065.0,2.0,50.0,2
4916,Malleshpalya,1210.0,2.0,55.0,2
4918,Malleshpalya,1060.0,2.0,40.0,2
4919,Malleshpalya,1430.0,2.0,69.5,3
4920,Malleshpalya,1421.0,2.0,90.0,2
4921,Malleshpalya,1245.0,2.0,55.0,2
4922,Malleshpalya,1200.0,2.0,46.0,2
4923,Malleshpalya,1225.0,2.0,52.0,2
4924,Malleshwaram,705.0,1.0,67.0,1
4925,Malleshwaram,12000.0,7.0,2200.0,7
4926,Malleshwaram,2500.0,5.0,325.0,4
4927,Malleshwaram,2006.0,3.0,297.0,3
4928,Malleshwaram,686.0,1.0,62.5,1
4929,Malleshwaram,2475.0,4.0,332.0,3
4930,Malleshwaram,2610.0,3.0,399.0,3
4931,Malleshwaram,2475.0,4.0,320.0,3
4932,Malleshwaram,900.0,2.0,95.0,2
4933,Malleshwaram,1420.0,2.0,158.0,2
4934,Malleshwaram,2000.0,3.0,250.0,3
4935,Malleshwaram,2215.0,3.0,275.0,3
4937,Malleshwaram,2475.0,4.0,300.0,3
4938,Malleshwaram,2345.0,2.6926096474673513,293.0,3
4940,Malleshwaram,2215.0,4.0,310.0,3
4941,Malleshwaram,480.0,1.0,60.0,1
4942,Malleshwaram,1290.0,2.0,120.0,2
4943,Malleshwaram,2475.0,4.0,326.0,3
4944,Malleshwaram,2476.0,3.0,337.0,3
4945,Malleshwaram,900.0,2.0,90.0,2
4947,Malleshwaram,2050.0,4.0,270.0,3
4948,Malleshwaram,900.0,2.0,72.0,2
4949,Malleshwaram,620.0,1.0,86.8,1
4950,Malleshwaram,600.0,1.0,68.0,2
4951,Malleshwaram,2475.0,4.0,337.0,3
4952,Malleshwaram,2215.0,3.0,275.0,3
4953,Malleshwaram,2215.0,3.0,330.0,3
4955,Malleshwaram,1020.0,2.0,80.0,2
4956,Malleshwaram,600.0,1.0,90.0,2
4957,Malleshwaram,2200.0,3.0,275.0,3
4958,Malleshwaram,2475.0,4.0,326.0,3
4959,Malleshwaram,1500.0,2.0,140.0,2
4960,Malleshwaram,2475.0,4.0,340.0,3
4961,Malleshwaram,1400.0,2.0,190.0,2
4962,Malleshwaram,2475.0,4.0,300.0,3
4963,Malleshwaram,2400.0,3.0,380.0,3
4964,Malleshwaram,580.0,1.0,45.0,1
4965,Malleshwaram,1410.0,2.0,125.0,2
4968,Marathahalli,1220.0,2.0,57.0,2
4969,Marathahalli,1200.0,2.0,52.0,2
4970,Marathahalli,1200.0,2.0,60.0,2
4971,Marathahalli,1933.0,3.0,140.0,3
4972,Marathahalli,950.0,2.0,46.96,2
4973,Marathahalli,1230.0,2.0,80.0,2
4974,Marathahalli,3800.0,4.0,250.0,4
4975,Marathahalli,1019.0,2.0,49.85,2
4976,Marathahalli,1215.0,2.0,67.0,2
4977,Marathahalli,2181.0,3.0,152.0,4
4978,Marathahalli,1170.0,2.0,53.0,2
4979,Marathahalli,1019.0,2.0,49.86,2
4980,Marathahalli,1325.0,2.0,71.55,2
4981,Marathahalli,1220.0,2.0,56.5,2
4983,Marathahalli,1152.0,2.0,56.0,2
4984,Marathahalli,1610.0,3.0,90.0,3
4985,Marathahalli,1146.0,2.0,70.0,2
4987,Marathahalli,1469.0,3.0,89.0,3
4992,Marathahalli,2519.0,5.0,185.0,4
4994,Marathahalli,957.0,2.0,46.9,2
4995,Marathahalli,1583.0,3.0,105.0,3
4996,Marathahalli,2524.0,5.0,190.0,4
5000,Marathahalli,1071.0,2.0,52.25,2
5001,Marathahalli,1215.0,2.0,58.86,2
5002,Marathahalli,1102.0,2.0,53.67,2
5003,Marathahalli,1900.0,3.0,123.0,3
5004,Marathahalli,1045.0,2.0,60.0,2
5006,Marathahalli,1215.0,2.0,58.86,2
5007,Marathahalli,1365.0,2.0,73.0,2
5012,Marathahalli,1208.0,2.0,70.0,2
5013,Marathahalli,1325.0,1.0,92.0,2
5014,Marathahalli,1525.0,3.0,90.0,3
5015,Marathahalli,1937.0,3.0,140.0,3
5016,Marathahalli,1550.0,3.0,83.0,3
5017,Marathahalli,1350.0,2.0,86.0,2
5018,Marathahalli,957.0,2.0,47.0,2
5020,Marathahalli,1230.0,2.0,57.0,2
5021,Marathahalli,1200.0,2.0,58.0,2
5023,Marathahalli,607.0,1.0,35.0,1
5024,Marathahalli,1583.0,3.0,109.0,3
5025,Marathahalli,1075.0,2.0,52.43,2
5026,Marathahalli,1360.0,2.0,103.0,2
5027,Marathahalli,1220.0,2.0,58.5,2
5028,Marathahalli,950.0,2.0,45.68,2
5029,Marathahalli,615.0,1.0,44.0,1
5030,Marathahalli,1595.0,3.0,90.0,3
5031,Marathahalli,1350.0,2.0,89.0,2
5032,Marathahalli,1020.0,2.0,57.0,2
5033,Marathahalli,1600.0,3.0,88.0,2
5034,Marathahalli,780.0,1.0,55.0,1
5035,Marathahalli,1710.0,3.0,100.0,3
5037,Marathahalli,1358.0,2.0,81.0,2
5038,Marathahalli,1205.0,2.0,75.0,2
5039,Marathahalli,1730.0,3.0,110.0,3
5040,Marathahalli,1583.0,3.0,115.0,3
5041,Marathahalli,1200.0,2.0,67.0,2
5042,Marathahalli,1095.0,2.0,60.0,2
5043,Marathahalli,1060.0,2.0,48.0,2
5044,Marathahalli,1050.0,2.0,65.0,2
5045,Marathahalli,1102.0,2.0,53.67,2
5046,Marathahalli,1026.0,2.0,49.95,2
5049,Marathahalli,1220.0,2.0,59.0,2
5050,Marathahalli,881.0,2.0,48.06,2
5052,Marathahalli,1710.0,3.0,100.0,3
5053,Marathahalli,1680.0,3.0,105.0,3
5054,Marathahalli,1910.0,3.0,119.0,3
5055,Marathahalli,1602.0,2.0,104.0,2
5056,Marathahalli,700.0,1.0,38.0,1
5057,Marathahalli,1469.0,3.0,89.0,3
5059,Marathahalli,1690.0,3.0,116.0,3
5060,Marathahalli,1065.0,2.0,55.0,2
5061,Marathahalli,1693.0,3.0,125.0,3
5062,Marathahalli,1693.0,3.0,125.0,3
5063,Marathahalli,1196.0,2.0,57.9,2
5064,Marathahalli,1595.0,3.0,88.0,3
5065,Marathahalli,2122.0,3.0,125.0,3
5066,Marathahalli,1730.0,3.0,115.0,3
5069,Marathahalli,1125.0,2.0,55.0,2
5070,Marathahalli,1950.0,3.0,115.0,3
5071,Marathahalli,1250.0,2.0,68.0,2
5072,Marathahalli,1125.0,2.0,56.8,2
5073,Marathahalli,1350.0,2.0,90.0,2
5074,Marathahalli,1200.0,2.0,53.0,2
5075,Marathahalli,2500.0,5.0,175.0,4
5076,Marathahalli,957.0,2.0,47.0,2
5079,Marathahalli,1350.0,2.0,60.0,2
5080,Marathahalli,3400.0,4.0,235.0,4
5081,Marathahalli,1350.0,2.0,99.0,2
5083,Marathahalli,1285.0,2.0,55.0,2
5084,Marathahalli,2500.0,5.0,181.0,4
5085,Marathahalli,3800.0,4.0,235.0,4
5086,Marathahalli,3951.0,4.0,230.0,4
5087,Marathahalli,1125.0,2.0,54.8,2
5088,Marathahalli,1700.0,3.0,126.0,3
5090,Marathahalli,1270.0,2.0,73.0,2
5092,Marathahalli,950.0,2.0,46.7,2
5093,Marathahalli,1550.0,3.0,85.0,3
5094,Marathahalli,1019.0,2.0,49.86,2
5095,Marathahalli,1144.0,2.0,65.0,2
5096,Marathahalli,1240.0,2.0,55.0,2
5097,Marathahalli,1100.0,2.0,75.0,1
5098,Marathahalli,1156.0,2.0,52.0,2
5099,Marathahalli,2524.0,5.0,180.0,4
5100,Marathahalli,1135.0,2.0,60.0,2
5101,Marathahalli,1839.0,3.0,130.0,3
5102,Marathahalli,1170.0,2.0,85.0,2
5103,Marathahalli,1102.0,2.0,53.67,2
5104,Marathahalli,1108.0,2.0,60.0,3
5105,Marathahalli,1449.0,3.0,110.0,3
5106,Marathahalli,1360.0,2.0,101.0,2
5107,Marathahalli,1026.0,2.0,50.18,2
5110,Marathahalli,1270.0,2.0,80.0,2
5111,Marathahalli,1100.0,2.0,50.0,2
5112,Marathahalli,1196.0,2.0,57.95,2
5114,Marathahalli,1485.0,2.0,90.0,3
5115,Marathahalli,1146.0,2.0,69.0,2
5116,Margondanahalli,1090.0,2.0,58.0,2
5117,Margondanahalli,1200.0,2.0,58.5,2
5118,Margondanahalli,1200.0,2.0,67.0,2
5120,Margondanahalli,1000.0,2.0,57.0,2
5122,Margondanahalli,600.0,2.0,35.0,2
5123,Margondanahalli,1200.0,2.0,69.0,2
5124,Margondanahalli,900.0,2.0,49.0,2
5125,Margondanahalli,1140.0,2.0,60.0,2
5126,Margondanahalli,1100.0,2.0,55.0,2
5127,Margondanahalli,1152.0,1.0,66.0,2
5129,Margondanahalli,1200.0,2.0,65.0,2
5130,Margondanahalli,1050.0,2.0,58.0,2
5131,Margondanahalli,1160.0,2.0,65.0,2
5132,Margondanahalli,1334.0,2.0,67.76,2
5133,Marsur,1800.0,4.0,145.0,4
5134,Marsur,1200.0,3.0,90.0,3
5135,Marsur,1200.0,3.0,120.0,3
5136,Mico Layout,5000.0,9.0,210.0,9
5137,Mico Layout,1550.0,2.0,65.0,3
5138,Mico Layout,1125.0,2.0,40.0,2
5139,Mico Layout,1190.0,2.0,39.25,2
5140,Mico Layout,800.0,1.0,29.5,1
5141,Mico Layout,1250.0,2.0,44.0,3
5142,Mico Layout,1171.0,2.0,39.0,2
5143,Mico Layout,1200.0,2.0,53.5,2
5144,Mico Layout,1670.0,3.0,59.0,3
5145,Mico Layout,1140.0,2.0,43.0,2
5146,Munnekollal,1170.0,2.0,52.0,2
5147,Munnekollal,1102.0,2.0,53.67,2
5148,Munnekollal,1390.0,3.0,68.0,3
5149,Munnekollal,1200.0,2.0,49.5,2
5150,Munnekollal,950.0,2.0,46.5,2
5151,Munnekollal,1560.0,3.0,75.0,3
5152,Munnekollal,1750.0,3.0,86.5,3
5153,Munnekollal,1385.0,2.0,66.5,3
5154,Munnekollal,1080.0,2.0,45.0,2
5155,Munnekollal,1170.0,2.0,59.0,2
5157,Munnekollal,1200.0,2.0,57.9,3
5158,Munnekollal,1030.0,2.0,50.36,2
5159,Murugeshpalya,1296.0,2.0,81.0,2
5160,Murugeshpalya,1550.0,3.0,74.0,3
5161,Murugeshpalya,1845.0,3.0,91.0,3
5162,Murugeshpalya,1185.0,2.0,85.0,2
5163,Murugeshpalya,1225.0,2.0,48.0,2
5164,Murugeshpalya,1930.0,3.0,75.0,3
5165,Murugeshpalya,1600.0,2.0,65.0,3
5166,Murugeshpalya,1344.0,2.0,56.0,3
5167,Murugeshpalya,1500.0,2.0,70.0,3
5168,Murugeshpalya,1855.0,3.0,96.0,3
5169,Murugeshpalya,1175.0,2.0,75.0,2
5170,Mysore Highway,1450.0,2.0,70.0,3
5171,Mysore Highway,700.0,1.0,25.5,1
5172,Mysore Road,1175.0,2.0,73.5,2
5173,Mysore Road,1710.0,4.0,91.31,3
5174,Mysore Road,1020.0,2.0,48.95,2
5175,Mysore Road,1175.0,2.0,73.5,2
5176,Mysore Road,1070.0,2.0,45.0,2
5177,Mysore Road,1239.0,2.0,53.0,2
5178,Mysore Road,1060.0,2.0,62.0,2
5179,Mysore Road,980.0,2.0,45.47,2
5180,Mysore Road,883.0,2.0,40.0,2
5181,Mysore Road,1525.0,3.0,96.0,3
5182,Mysore Road,1200.0,2.0,65.0,2
5186,Mysore Road,883.0,2.0,40.95,2
5187,Mysore Road,1070.0,2.0,49.65,2
5189,Mysore Road,883.0,2.0,50.0,2
5190,Mysore Road,1155.0,2.0,51.0,2
5191,Mysore Road,1003.0,2.0,43.0,2
5192,Mysore Road,1237.0,2.0,73.0,2
5193,Mysore Road,883.0,2.0,45.0,2
5194,Mysore Road,1170.0,2.0,65.0,2
5195,Mysore Road,1029.5,2.0,50.855,2
5196,Mysore Road,940.0,2.0,43.61,2
5198,Mysore Road,1020.0,2.0,48.95,2
5199,Mysore Road,1568.0,2.0,100.0,3
5201,Mysore Road,1560.0,2.6926096474673513,83.3,3
5202,Mysore Road,1175.0,2.0,70.5,2
5203,Mysore Road,1080.0,2.0,60.0,3
5205,Mysore Road,883.0,2.0,37.0,2
5207,NGR Layout,1020.0,2.0,45.9,2
5208,NGR Layout,1105.0,2.0,49.73,2
5209,NGR Layout,1022.0,2.0,45.9,2
5210,NGR Layout,1020.0,2.0,45.0,2
5211,NGR Layout,1019.0,2.0,45.9,2
5212,NGR Layout,1020.0,2.0,46.0,2
5213,NGR Layout,1021.0,2.0,46.0,2
5214,NGR Layout,1021.0,2.0,45.9,2
5215,NRI Layout,1565.0,2.0,75.0,3
5216,NRI Layout,2500.0,5.0,130.0,5
5217,NRI Layout,1125.0,2.0,45.56,2
5218,NRI Layout,2150.0,4.0,115.0,4
5219,NRI Layout,1250.0,2.0,75.0,2
5220,NRI Layout,1789.0,3.0,75.0,3
5221,NRI Layout,1731.0,3.0,64.11,3
5222,NRI Layout,2400.0,2.0,125.0,2
5224,Nagarbhavi,1350.0,3.0,150.0,3
5225,Nagarbhavi,1200.0,2.0,150.0,2
5227,Nagarbhavi,2400.0,3.0,160.0,3
5228,Nagarbhavi,884.0,2.0,36.0,1
5229,Nagarbhavi,1055.0,2.0,55.0,2
5231,Nagarbhavi,1223.0,2.0,60.0,2
5232,Nagarbhavi,956.0,2.0,49.0,2
5234,Nagarbhavi,1200.0,2.0,150.0,2
5237,Nagarbhavi,1145.0,2.0,40.0,2
5238,Nagarbhavi,300.0,1.0,20.0,1
5239,Nagarbhavi,1250.0,3.0,175.0,4
5240,Nagarbhavi,710.0,2.0,40.0,1
5242,Nagarbhavi,1212.0,2.0,50.0,2
5243,Nagarbhavi,1020.0,2.0,55.0,2
5245,Nagarbhavi,1120.0,2.0,53.0,2
5247,Nagarbhavi,1146.0,2.0,50.0,2
5249,Nagarbhavi,1190.0,2.0,63.0,2
5251,Nagarbhavi,1050.0,2.0,80.0,2
5252,Nagarbhavi,2500.0,3.0,180.0,5
5254,Nagarbhavi,1250.0,3.0,170.0,2
5256,Nagarbhavi,1400.0,2.0,135.0,3
5258,Nagarbhavi,1100.0,2.0,46.2,2
5259,Nagarbhavi,1080.0,2.0,49.0,2
5260,Nagarbhavi,1800.0,3.0,180.0,4
5261,Nagarbhavi,1225.0,2.0,58.0,2
5262,Nagasandra,980.0,2.0,48.0,2
5263,Nagasandra,2400.0,4.0,145.0,4
5265,Nagasandra,1650.0,3.0,95.0,3
5266,Nagasandra,1500.0,2.0,91.0,2
5267,Nagavara,400.0,1.0,14.0,1
5268,Nagavara,2172.65,3.0,120.0,4
5270,Nagavara,2319.0,3.0,180.0,3
5271,Nagavara,2430.0,4.0,180.0,3
5272,Nagavara,936.0,2.0,40.2,2
5273,Nagavara,1125.0,2.0,44.5,2
5274,Nagavara,1315.0,2.0,70.0,2
5275,Nagavara,1077.0,2.0,50.0,2
5276,Nagavara,2496.0,4.0,125.0,4
5277,Nagavara,1110.0,2.0,44.95,2
5278,Nagavara,1247.0,2.0,58.56,2
5279,Nagavarapalya,1392.0,2.0,99.0,2
5280,Nagavarapalya,705.0,1.0,52.5,1
5281,Nagavarapalya,1300.0,3.0,80.0,3
5282,Nagavarapalya,705.0,1.0,57.0,1
5283,Nagavarapalya,705.0,1.0,55.0,1
5284,Nagavarapalya,705.0,1.0,57.0,1
5285,Nagavarapalya,1335.0,2.0,110.0,2
5286,Nagavarapalya,1260.0,2.0,85.5,2
5287,Narayanapura,1308.0,2.0,89.04,2
5288,Narayanapura,1566.0,3.0,83.3,3
5289,Narayanapura,1485.0,3.0,85.0,3
5290,Narayanapura,1302.0,2.0,69.1,2
5291,Narayanapura,1308.0,2.0,89.04,2
5292,Narayanapura,2357.0,3.0,135.0,3
5293,Narayanapura,2357.0,3.0,135.0,3
5294,Narayanapura,1469.0,2.0,99.14,2
5295,Neeladri Nagar,1053.0,2.0,45.0,2
5296,Neeladri Nagar,1363.0,2.0,68.0,2
5297,Neeladri Nagar,2556.0,3.0,133.0,3
5298,Neeladri Nagar,674.0,1.0,21.0,1
5299,Neeladri Nagar,527.0,1.0,26.0,1
5300,Neeladri Nagar,1167.0,2.0,38.0,3
5301,Neeladri Nagar,1060.0,2.0,35.0,2
5302,Neeladri Nagar,640.0,1.0,20.5,1
5304,Neeladri Nagar,1105.0,2.0,30.0,2
5305,Neeladri Nagar,1100.0,2.0,30.0,2
5306,Neeladri Nagar,2111.0,3.0,103.0,3
5307,Nehru Nagar,1775.0,3.0,110.0,3
5308,Nehru Nagar,2363.0,5.0,120.0,4
5309,Nehru Nagar,2342.0,3.0,115.0,4
5310,Nehru Nagar,967.0,2.0,41.1,2
5311,Nehru Nagar,1374.0,3.0,72.0,3
5312,Nehru Nagar,1674.0,3.0,90.0,3
5313,Nehru Nagar,1269.0,2.0,63.0,3
5314,Nehru Nagar,1100.0,2.0,50.0,2
5315,Nehru Nagar,1674.0,3.0,81.0,3
5316,OMBR Layout,2420.0,3.0,185.0,3
5317,OMBR Layout,1078.0,2.0,65.0,2
5318,OMBR Layout,1101.0,2.0,65.5,2
5319,OMBR Layout,1041.0,2.0,65.5,2
5320,OMBR Layout,1300.0,2.0,80.0,2
5321,OMBR Layout,1085.0,2.0,64.0,2
5322,OMBR Layout,1855.0,3.0,145.0,3
5323,OMBR Layout,1050.0,2.0,48.0,2
5325,OMBR Layout,1165.0,2.0,88.5,2
5326,OMBR Layout,1101.0,2.0,66.0,2
5327,OMBR Layout,3400.0,4.0,275.0,4
5329,"Off Sarjapur Road,",1798.0,3.0,89.0,3
5330,"Off Sarjapur Road,",1518.0,3.0,76.0,3
5331,"Off Sarjapur Road,",1161.0,2.0,59.0,2
5332,"Off Sarjapur Road,",1298.0,2.0,65.0,2
5333,Old Airport Road,2732.0,4.0,204.0,4
5335,Old Airport Road,3356.0,4.0,251.0,4
5336,Old Airport Road,1206.0,2.0,75.0,2
5337,Old Airport Road,2774.0,4.0,207.0,4
5338,Old Airport Road,2690.0,4.0,191.0,4
5339,Old Airport Road,2690.0,4.0,199.0,4
5340,Old Airport Road,1655.0,2.0,97.65,2
5341,Old Airport Road,1075.0,2.0,60.0,2
5342,Old Airport Road,1858.0,2.0,167.0,3
5343,Old Airport Road,1150.0,2.0,90.0,2
5344,Old Airport Road,2690.0,4.0,191.0,4
5345,Old Airport Road,2658.0,5.0,187.0,4
5346,Old Airport Road,946.0,2.0,58.0,2
5347,Old Airport Road,2774.0,4.0,208.0,4
5348,Old Airport Road,2774.0,4.0,208.0,4
5349,Old Airport Road,3200.0,4.0,280.0,4
5350,Old Airport Road,2690.0,4.0,201.0,4
5351,Old Airport Road,1145.0,2.0,75.0,2
5352,Old Airport Road,2732.0,4.0,194.0,4
5353,Old Airport Road,2658.0,5.0,189.0,4
5354,Old Airport Road,2774.0,4.0,197.0,4
5355,Old Airport Road,3496.0,4.0,262.0,4
5356,Old Airport Road,2774.0,4.0,197.0,4
5357,Old Airport Road,2732.0,4.0,204.0,4
5358,Old Airport Road,1798.0,3.0,150.0,3
5359,Old Airport Road,2774.0,4.0,208.0,4
5360,Old Airport Road,1184.0,2.0,78.0,2
5361,Old Airport Road,3504.0,4.0,262.0,4
5362,Old Airport Road,1055.0,2.0,75.0,2
5363,Old Madras Road,1425.0,2.0,94.0,3
5367,Old Madras Road,935.0,2.0,45.0,2
5369,Old Madras Road,1720.0,3.0,100.0,3
5370,Old Madras Road,1200.0,2.0,72.0,2
5371,Old Madras Road,1225.0,2.0,53.55,2
5372,Old Madras Road,1100.0,2.0,70.0,2
5374,Old Madras Road,1171.0,2.0,75.0,2
5375,Old Madras Road,935.0,2.0,45.0,2
5378,Old Madras Road,1065.0,2.0,47.86,2
5379,Old Madras Road,2010.0,3.0,125.0,4
5381,Old Madras Road,1480.0,2.0,84.0,3
5383,Old Madras Road,1210.0,2.0,74.0,2
5384,Old Madras Road,1171.0,2.0,72.0,2
